id,Similarity,is_predicted
US-11707765-B2,0.6781551814898944,False
US-3578102-A,0.7235218543375906,False
US-3984805-A,0.696068853597425,False
US-4098133-A,0.710559483018612,False
US-4710656-A,0.6864502235778707,False
US-4749891-A,0.7051802399178092,False
US-4788968-A,0.6912189056713465,False
US-4982374-A,0.7161115757656185,False
JP-H03113337-A,0.7142388800945243,False
US-5136194-A,0.6917421524996682,False
WO-9318475-A1,0.7142388800945243,False
US-5327120-A,0.7186957746919592,False
US-5589828-A,0.728674844954202,False
US-5643087-A,0.7178770415329626,False
US-10921904-B2,0.7239524758247943,False
US-5666138-A,0.706163846033952,False
US-5780948-A,0.6960177058173476,False
US-5825663-A,0.6949341721202187,False
US-5857986-A,0.7009264572626852,False
US-5903077-A,0.7154452247119416,False
US-5923317-A,0.6999204232463683,False
US-5929607-A,0.6835823333882847,False
US-6002184-A,0.6866504412097515,False
US-6009986-A,0.6920685489139378,False
US-6023116-A,0.6873734936582386,False
US-12099655-B2,0.7010365323067232,False
US-6147422-A,0.6866504412097515,False
JP-2000333464-A,0.7142388800945243,False
US-6208497-B1,0.6901783156395298,False
US-6236125-B1,0.7062504369627483,False
JP-2001212508-A,0.7142388800945243,False
US-6275213-B1,0.7160314395289455,False
US-6307285-B1,0.6866504412097515,False
US-2002024503-A1,0.7194015888334496,False
US-6389941-B1,0.7203555156531605,False
US-6397285-B1,0.7108542661386824,False
US-2002080112-A1,0.6950532663354796,False
US-12374978-B2,0.6931683453797661,False
US-6424333-B1,0.7160101443803387,False
JP-2002205008-A,0.7142388800945243,False
EP-1226852-A2,0.7142388800945243,False
US-6504278-B1,0.6994647344762965,False
US-2003030619-A1,0.7041505736602308,False
US-2003038774-A1,0.6916040825100721,False
JP-2003199974-A,0.7142388800945243,False
US-6618646-B1,0.7019574166388389,False
US-6641480-B2,0.705883353504692,False
JP-2003345233-A,0.7141242590312263,False
US-6679776-B1,0.706759551458383,False
US-6693622-B1,0.6935396887735243,False
US-6704001-B1,0.7067598872347026,False
US-6742960-B2,0.6936123628565605,False
US-2004108992-A1,0.7064632574156847,False
JP-2004174309-A,0.7142388800945243,False
US-2004164959-A1,0.7204373183863895,False
US-2004169480-A1,0.6787108553187658,False
US-2004183782-A1,0.7092687867392732,False
US-2004183487-A1,0.6879776716404237,False
US-6809727-B2,0.6916118447061862,False
US-2004227727-A1,0.7067598872347026,False
US-2004233161-A1,0.6942529948819803,False
US-2004233167-A1,0.7085724522419006,False
US-6824468-B2,0.705883353504692,False
US-2005030284-A1,0.6950532663354796,False
US-6864877-B2,0.6950532663354796,False
US-2005052415-A1,0.6950532663354796,False
US-6873067-B2,0.7094706262608627,False
US-2005077845-A1,0.6910245470730852,False
US-6883373-B2,0.6985952082594212,False
US-2005128186-A1,0.7137332934656717,False
US-2005134561-A1,0.6930629374460233,False
US-2005134562-A1,0.7076352171872734,False
US-2005195168-A1,0.7042960105420464,False
US-2005219206-A1,0.6837751481485127,False
US-2005221894-A1,0.6980296946399434,False
US-2005237314-A1,0.6977839926091076,False
US-6982696-B1,0.6774520161875238,False
US-2006015045-A1,0.7232035305693111,False
US-6992462-B1,0.6846763611304464,False
US-7084854-B1,0.702847776818646,False
US-7091948-B2,0.701945729014235,False
US-2006290662-A1,0.709772731834195,True
US-11263879-B2,0.7185170417246698,False
US-7182691-B1,0.6946506541458344,False
US-7209118-B2,0.6946906060292996,False
US-2007091063-A1,0.7151330067112429,False
US-7218310-B2,0.6906176345837348,False
US-2007236450-A1,0.7041695219356413,False
US-2007265077-A1,0.6879910459601598,False
US-7315098-B2,0.7130450077495107,False
US-2008252594-A1,0.6805172681431131,False
US-7446752-B2,0.6908470921706148,False
US-7561142-B2,0.6942529948819803,False
KR-20100029158-A,0.7142388800945243,False
US-7683508-B2,0.6910866885374845,False
KR-20100044381-A,0.7142388800945243,False
US-2010245237-A1,0.7071799970628253,False
US-2010253487-A1,0.6983159722905448,False
KR-20100125941-A,0.7142388800945243,False
US-2011050404-A1,0.7274754799635951,False
US-7916576-B2,0.7323434852612553,False
US-7919945-B2,0.709772731834195,False
US-7931605-B2,0.7210353694420687,False
US-2011124959-A1,0.7210353694420687,False
JP-2012125135-A,0.7142388800945243,False
US-2012224274-A1,0.7024879722649037,False
US-2012232780-A1,0.7134924670076572,False
US-2022395861-A1,0.7017865689586249,False
US-8384316-B2,0.709772731834195,False
US-2013285490-A1,0.7136625576390473,False
US-8981682-B2,0.7134924670076572,False
US-2016225192-A1,0.7916657408482664,False
US-12239381-B2,0.805277244751982,False
US-2022151704-A1,0.7740054295484912,False
US-2017258526-A1,0.7969326351655611,False
US-11259874-B1,0.7958134489429729,False
US-11832893-B2,0.7905946071560258,False
US-2023157757-A1,0.7787860481831067,False
US-12220183-B2,0.7858599005596589,False
US-11701178-B2,0.7681992707638917,False
US-11918296-B1,0.8064454896076002,False
US-2008004603-A1,0.7428257535784785,False
US-11080854-B2,0.7672592257251357,False
US-12290319-B2,0.7931730089474833,False
US-7317841-B2,0.7108734231181535,False
US-7542622-B1,0.7477257565000068,False
WO-2009121775-A2,0.7142388800945243,False
US-2009268010-A1,0.7629515215439457,False
WO-2009121775-A3,0.7142388800945243,False
US-2011135170-A1,0.7436836602112514,False
CN-102300498-A,0.7142388800945243,False
US-8224425-B2,0.7689786797405136,False
US-2012183196-A1,0.738634528621387,False
TW-201246125-A,0.7142388800945243,False
US-2013038707-A1,0.7824487725802143,False
CN-102958426-A,0.7142388800945243,False
US-2013176411-A1,0.7468626607528657,False
WO-2013118065-A1,0.7142388800945243,False
CN-103513951-A,0.7142388800945243,False
US-2014072190-A1,0.7160422288791318,False
US-2015257653-A1,0.746198573615196,False
US-2016035084-A1,0.7753451958160513,False
US-2016252650-A1,0.7166489082592633,False
US-9591968-B2,0.7578881394488014,False
US-9750420-B1,0.7501266387461825,False
US-9811901-B2,0.7160422288791318,False
US-10152789-B2,0.7672592257251357,False
US-10251714-B2,0.8019269556826651,False
US-10602987-B2,0.7634019362824674,False
US-10607345-B2,0.7672592257251357,False
US-6002859-A,0.771893172566107,False
US-2020337784-A1,0.7973582433355593,False
US-11844577-B2,0.7938639830008032,False
US-11426245-B2,0.8196434572388869,False
US-2012071893-A1,0.791455762964794,False
US-2014208578-A1,0.7953328694859272,True
US-11337766-B2,0.8035890605215247,False
US-10194991-B2,0.8462997488782132,False
US-11999065-B2,0.7904189053283284,False
US-10716630-B2,0.8026269942470824,False
US-2012158011-A1,0.751612852966479,False
US-12245835-B2,0.7476267408405752,False
US-12089912-B2,0.7916126193479599,False
US-2017354470-A1,0.8107091308764358,False
US-2019117111-A1,0.7603413439680851,False
US-2020078097-A1,0.789882697224053,False
US-2021196425-A1,0.7968167846072295,False
US-12137872-B2,0.7971787339525124,False
US-11992200-B2,0.7830453674063794,False
US-9600138-B2,0.8085878262579139,False
US-11950851-B1,0.7879009994675926,False
US-11937889-B2,0.7963208401544761,False
US-2021212782-A1,0.7914997587846672,False
US-2003120391-A1,0.7365340959381822,False
US-11904470-B2,0.7345036306505989,False
US-12172314-B2,0.7334526566820644,False
JP-2003256025-A,0.7142388800945243,False
JP-2003271975-A,0.7142388800945243,False
JP-2004049731-A,0.7142388800945243,False
WO-2004106009-A1,0.7142388800945243,False
JP-2005131713-A,0.7142388800945243,False
WO-2006013829-A1,0.7142388800945243,False
FR-2898824-A1,0.7142388800945243,False
US-2012185096-A1,0.7092820366692322,False
US-2013245824-A1,0.7114192201505793,False
JP-2013193202-A,0.7142388800945243,False
US-2014163730-A1,0.7347112536350061,False
US-2016129592-A1,0.7118786700254746,False
US-11648676-B2,0.7379881753640108,False
US-10953544-B2,0.716587486597129,False
JP-2016103277-A,0.7142388800945243,False
JP-2016146188-A,0.7142388800945243,False
US-2016257000-A1,0.7145092785838283,False
US-2017232613-A1,0.7126633931250406,False
US-2017343992-A1,0.7440424116365691,False
US-2022371193-A1,0.7334526566820644,False
US-2017357270-A1,0.731659242484319,False
US-9919232-B2,0.7160773758377778,False
US-9926138-B1,0.7441107124434992,True
US-11488323-B2,0.7310328830019308,False
US-11319166-B2,0.7402659894325921,False
US-12304750-B2,0.7244626936554713,False
WO-2018156952-A1,0.7142388800945243,False
US-10571896-B2,0.7444594643036859,False
WO-2020047120-A1,0.7142388800945243,False
US-2020070343-A1,0.7334526566820644,False
US-10834419-B2,0.7029197730291746,False
US-10836183-B2,0.7082382941560407,False
US-11148288-B2,0.7334526566820644,False
US-2021379758-A1,0.7334526566820644,False
US-2021379748-A1,0.6936358927473777,False
US-2022032458-A1,0.7334526566820644,False
US-11298825-B2,0.7334526566820644,False
WO-2022170279-A1,0.7142388800945243,False
US-9102055-B1,0.7182664935313473,False
US-2023041343-A1,0.7239321016085367,False
US-2023016733-A1,0.719762499396736,False
US-2016136808-A1,0.73404997630599,False
US-2020078938-A1,0.7291941342954367,False
US-12421054-B2,0.7279070808541508,False
US-2020122344-A1,0.7101367711035854,False
US-2020334835-A1,0.7022956633376771,False
US-2020377315-A1,0.7198734620741969,False
US-2022157063-A1,0.7125549555898175,False
US-2023027984-A1,0.7239321016085367,False
US-2022203547-A1,0.7242327361767944,False
US-2022261738-A1,0.7332068972604354,False
US-11436748-B2,0.7339366260317749,False
US-2022305680-A1,0.7474859267067114,False
US-11482045-B1,0.7328933600197238,False
US-2023150777-A1,0.7281977995018766,False
US-2009096148-A1,0.7323227754962808,False
US-2021069910-A1,0.7275678912156547,False
US-2021387350-A1,0.7251416847140272,False
US-2011270444-A1,0.6992603161633676,False
US-2014023461-A1,0.7219721555005356,False
US-2018021955-A1,0.7142874269279916,False
US-2019255708-A1,0.7280827038548262,False
US-2020122327-A1,0.7216158902033514,False
US-10814440-B1,0.7379944703567808,False
US-2013282165-A1,0.715541771684157,False
US-2021237274-A1,0.730220141580853,False
US-2019193956-A1,0.7112202788796532,False
US-2004236424-A1,0.7860745279150522,False
US-12251164-B2,0.7833722997996336,False
US-12440280-B2,0.7859326983458199,False
US-12096995-B2,0.7990522242231128,False
US-2005267584-A1,0.7784063387526402,False
US-2008306490-A1,0.8391381509862299,True
US-11931107-B1,0.8174943336034496,False
US-2010256504-A1,0.7964905454477436,False
US-2023019543-A1,0.7759082582848666,False
EP-2338530-A2,0.7142388800945243,False
US-8078440-B2,0.7908358811581077,False
US-11272989-B2,0.790064203832658,False
US-12127791-B1,0.7948529277767616,False
US-12144551-B1,0.8094711104886299,False
US-8883915-B2,0.6887668963745595,False
US-2016038291-A1,0.8124778387377024,False
US-2018007105-A1,0.6992270348446121,False
US-10342636-B2,0.7662170638555159,False
US-10426571-B2,0.7965783053496768,False
US-2020030109-A1,0.8143934222712658,False
US-10993777-B2,0.7796870515787304,False
US-2007238981-A1,0.7823900840443522,False
US-2007249967-A1,0.8206924383011323,False
US-12076090-B2,0.8028769780118816,False
US-2009018445-A1,0.793549246998752,False
US-2011137156-A1,0.8116457903512132,False
US-2013129175-A1,0.7780480727345592,False
US-2013237811-A1,0.7733750979756068,False
US-2024081784-A1,0.7652773448664916,False
US-11737841-B2,0.8013588034051763,False
US-2013267838-A1,0.7733622966384452,False
US-2016317122-A1,0.7648599542918559,False
WO-2016207628-A1,0.7142388800945243,False
